sentence,label
"Không_gian ở đây mình rất thích mang phong_cách Nhật , tuy nhỏ nhưng rất ấm cúm và sang_trọng , ánh đèn màu vàng sáng ( vì mình không thích nơi ăn_uống mà màu đèn tối , chụp hình không thấy gì hết ) .
 Sushi ở đây rất ngon và trang_trí đẹp , mình thích nhất_là sushi cuộn da cá_hồi , trang_trí thành_hình con rồng siêu bắt_mắt . Lẩu thì mình thích nhất_là thịt bò đúng bò nhập_khẩu ăn rất thơm và mềm , trang_trí thành bông hoa rất thích .
 Nhân_viên phục_vụ rất dễ_thương và nhiệt_tình , điểm 10 cho cách phục_vụ ở đây ! ! !
",1
"Bu ́ n tha ́ i ngon cư ̣ c ki ̀ . . co ́ điê ̀ u ko cay như mi ̀ nh tươ ̉ ng hjj . . qa ́ n sa ̣ ch se ̃ â ́ m cu ́ ng nhân_viên cư ̣ c dê ̃ thương ^ ^
",1
"Bò kho rất mềm . Mùi_vị rất đậm_đà . Ông chủ thì lại nhiệt_tình . Giá_cả cũng phải_chăng . Rất đáng để quay lại lần nữa .
",1
"Đi dạo vòng_vòng ở Vivo nên ghé vô đây ăn .
 Thịt nướng thì khỏi chê rồi , ngon lắm nha
 Tráng_miệng bằng kem cũng Ok tuốt_tuồn_tuột 👍
",1
"Quán mình thuộc hệ_thống Bò_Né 3Ngon Sài_Gòn , quán nằm đối_diện quán Những_Người_Bạn 1 hoặc quán K ' Tân 2 ngó wa nek .
 Không_gian sạch_sẽ , thoáng mát , phục_vụ nhanh nhậy nhiệt_tình . Còn riêng các phần ăn thì lun lun đủ tiêu_chí 3Ngon nha : Ngon-Bổ-Rẻ nha .
 Giá chỉ từ 25k-45k thui ak . . ^ ^ hiện vẫn còn đang khuyến_mãi nên chỉ từ 20k mà thui , mỗi phần đc kèm theo rau trộn và bánh_mì mà đc tặng thêm ly Coca chà bá lun nek ...
 Thân mời mọi ng ghé qua thưởng_thức nek . . ^ ^
",1
"Quán đang có off nước nên giảm 30% ☺ ️ ☺ ️ ☺ ️ càng ngày menu quán càng đa_dạng hơn từ parfait pancake mochi crepe nước nama chocolate nua . Đur thứ hết . Không_gian thoải_mái . Nhân_viên chu_đáo thân_thiện lắm . Để hẳn một bình nước_lọc nữa . Rất đáng ghé qua trong tất_cả các quán bán matcha 👍 🏻 👍 🏻 👍 🏻 👍 🏻 👅 👅 👅 👅
",1
"Năm_ngoái mình mua bánh Chewy_Junior làm_quà tặng mẹ nhân_dịp 8/3 có_ăn ké vài cái nên thích luôn . Từ đó đến nay sinh_nhật bạn_bè , mình đều đặt bánh của Chewy . Bạn_bè ai cũng khen và thích lắm !
",1
"Mới bước chân vào khách_sạn đã cảm_nhận được sự chuyên_nghiệp và sang_trọng của khách_sạn . Phòng thì_có cả phòng đôi , đơn hay dành cho hộ gia_đình , nếu có trẻ nhỏ thì khách_sạn hoàn_toàn có_thể set up giường hay nôi cho cả bé nữa . View của khách_sạn thì siêu đẹp luôn , nhìn thẳng ra_mặt hồ , hoan toàn có_thể ngắm toàn_cảnh hoàng_hôn khi ở phòng luôn .
 Khách_sạn còn có cả bar cho mọi người giải_trí .
 Giá để ở 1 đêm của khách_sạn cũng không phải là rẻ nhưng nó hoàn_toàn phù_hợp với chất_lượng mà mình nhận được .
",1
"Bap mềm , mỡ hành ngon , mới nghe cô chủ nói sẽ bán nguyên tuần , từ 3h đến 6h . Các bạn ghé ăn thử .
",1
"Từ khi biết quán này thì tuần nào cũng phải ghé .
 Muốn thử hết tất_cả các món trong menu luôn mới thoả_mãn . Món nào cũng ngon hết , mê nhất_là sa tế chấm , chẹp chẹp
 Quán này của gia_đình người hoa nấu nên hương_vị rất đặc_trưng , người_nhà thân_thiện .
 Quán ngồi có view nhìn ra đường , thoáng mát thoải_mái nữa
 Phải cho 10/10 mới xứng_đáng : 3
",1
"Mục_đích chính của ngày hôm_nay
 Xôi mít : mít Thái ngọt , xôi thì mềm , dừa thì tao_nhã chúng như sinh_ra là để cùng nhau , hương_vị đó hòa trong miệng , rất ngon .
 Chè thái : nước_cốt dừa vừa , k ngọt mà nó có béo , một cái béo tao_nhã được ăn cùng các loại thạch , chúng là một tổ_hợp đáng sơ
 Kem dừa ver Thái : k giống kem dừa VN , nó cho ta một cảm_giác thăng_hoa . , món ăn sẽ rất khiêm_tốn nếu k ăn kèm bắp , xôi và bì đỏ . Thật thành lịch !
 Trà sữa trà xanh Thái : hoàn_toàn ngon hơn mấy tiệm khác , giờ vẫn muốn uống nữa , nó như trà xanh mà Như_Lan làm bánh Trung_thu đó , nó thanh rất đậm_đà không ngọt , cũng k béo và đó la điểm nhấn của trà sữa ở đây
 Plan_Thái thì lại lấy vẻ ngọt mộc_mạc mà đơn_sơ của mình chính phục tôi , nó đc ăn kèm với thạch và nước của nó chính là trà sữa truyền_thống . Rất tiếc nếu bn k ăn vì nó tao_nhã , mộc_mạc va bổ_dưỡng
 — Lần sau nhất_định thử các món còn lạì
",1
"Nhân_viên thân_thiện , nhiều món mới so với trước_kia , rất nhiều món lạ , nhìn hấp_dẫn , rất thích . rất thích sốt kem , béo ngậy .
",1
"Khu này gần nhiều trường nên rất nổi_tiếng trong giới học_sinh , giá_cả cũng cực_kì phù_hợp với học_sinh . Có nhiều chỗ bán các món giống nhau như bánh gạo , phô_mai que , bánh_tráng trộn , bánh_tráng nướng , vv ... tuy giá có hơi chênh_lệch 1,2 k nhưng chất_lượng thì khá đều ( ngon ) nên nếu chỗ này đông quá thì đến chỗ khác cũng đc . Khu này thường chỉ bán từ đầu chiều đến gần tối , vì đó là giờ học_sinh ra về và đi học thêm nhiều . Thêm nữa_là khu này nằm ngay bên trong Nguyễn_An_Ninh rẽ vào nên đi rất tiện đường mà ko ồn_ào đông_đúc .
",1
"Quán nằm ở trung_tâm , không_gian hơi nhỏ nhưng yên_tĩnh
 Nhân_viên thì lần đầu mình đến thì_có anh đeo kính_phục vụ rất chu_đáo , lần sau là người khác phục_vụ cũng bình_thường
 Về thức_ăn thì okonomiyaki khá ngán , ramen mình chỉ nếm thử một_chút nhưng thấy cũng tạm ổn , cơm gà teriyaki ngon , món mình thích nhất_là yakisoba , cực cực cực_kỳ ngon luôn : ( ( ( ( ( sợi mì trụng vừa_phải , xào với nước sốt ngọt ngọt ko quá mặn , có thịt heo , bắp_cải , cà_rốt
 Giá_cả so với quy_mô nhà_hàng như_thế và mặt_bằng Lê_Thánh_Tôn thì quá rẻ rồi
",1
"Quán cafe quen_thuộc , rất thích cafe sữa đá , giống vị VN , quán có view đường_phố lúc_nào cũng nhộn_nhịp , nhân_viên dễ_thương lễ_phép .
",1
"Em yêu vị chua_chua ngọt ngọt của món này quá đi
 😆 😆 😍 😍 😍
 Lâu_lâu đổi vị tí cho đời thêm vui , lâu_nay uống chà đen thần_thánh rồi nên đổi tắc xí muội thần_thánh 😎 😎
 Chờ hoài mà mùa lạnh không đến nên chọn luôn cái màu đỏ của thức uống này cho thanh nhiệt
 Trời nóng uống cái này mát kinh , qua sunway thì vừa ngồi tránh nóng thời_tiết vừa tránh nóng cho cổ_họng 🎉 🎉 🎉
 Vẫn sài e - card đều_đều , chị bé chịu_chơi phết luôn
",1
"Đồ_ăn và uống giá phải_chăng , hợp túi_tiền hs sv : ) ) ) Tụ_tập bạn_bè rất ổn ❤ ❤
",1
"Bánh ở đây ngon miễn bàn ☺ ️ Siêu nhiều vị nên có_thể chọn nhiều loại ưa_thích . Gọi sầu_riêng thì hết , đành gọi dừa . Hình_như hơi ngọt thì_phải . Nhưng nói_chung là tuyệt 👍 Bánh ăn cứng nên dai dai , bùi_bùi rất thíchh
",1
"Trà sữa ở đây ngon khi bạn chọn vị nào thì nhân_viên pha_chế sẽ làm ngay tại_chỗ cho bạn . Đảm_bảo bột nhập tù sin , k use hương_liệu siro .
",1
"Nhà_hàng Đức này là nơi kết_hợp dạy nghề miễn_phí luôn thì_phải . Phía trong còn có 1 nhà_thờ nhỏ nữa ( mà hình_như dành cho học_viên thôi ) . Do học_viên phục_vụ khác nên rất lịch_sự . Không_gian rộng , thoáng mát , có bàn trong nhà và ngoài_trời . Hôm gió to mình nghĩ ngồi trong nhà tiện hơn vì gió thổi bụi vào đồ_ăn . Mình gọi Schnitzel với tráng_miệng pancake . Miếng_Schnitzel nêm nếm vừa ăn , có_điều hơi cứng . Dao cùn thì_phải cắt mãi không ra : ) ) . Nhưng nhìn_chung khá ổn . Tráng_miệng ngon . Sẽ quay lại nếu có dịp .
",1
"Đi cu ̀ ng chi ̣ bâ ̀ u nên thay vi ̀ ngô ̀ i đơ ̣ i thi ̀ mi ̀ nh cu ̃ ng book 1 suâ ́ t . Nghe no ́ i hiê ̣ n nay ko nhâ ̣ n kha ́ ch thươ ̀ ng va ̀ pha ̉ i bâ ̀ u 3 tha ́ ng trơ ̉ lên mơ ́ i nhâ ̣ n ( co ́ ve ̉ kha ́ đông kha ́ ch ) cu ̃ ng may mi ̀ nh đi cu ̀ ng nên sd voucher vơ ́ i c bâ ̀ u .
 Nơi na ̀ y nhi ̀ n an_nhiên va ̀ trong la ̀ nh , ko như như ̃ ng spa kha ́ c , ơ ̉ đây xông bă ̀ ng xa ̉ va ̀ la ́ ca ́ c loa ̣ i chư ́ ko pha ̉ i tinh dâ ̀ u nên râ ́ t dê ̃ chi ̣ u .
 Nhân_viên chu đa ́ o lâ ́ y nươ ́ c cho kha ́ ch ngâm chân , thay de ́ p , lau chân câ ̉ n thâ ̣ n . C bâ ̀ u book cho mi ̀ nh massage body dâ ̀ u dư ̀ a 90p nên_chi ̉ đi theo va ̀ ko câ ̀ n suy nghi ̃ nhiê ̀ u hihihi .
 Pho ̀ ng sa ̣ ch se ̃ , co ́ tu ̉ đê ̉ đô ̀ ca ́ nhân va ̀ mo ́ c cho kha ́ ch treo đô ̀ , dâ ̀ u dư ̀ a hand made nên kha ́ thơm va ̀ âm â ́ m nên khi nv thoa dâ ̀ u lên ng râ ́ t dê ̃ chi ̣ u . Nv tay nghê ̀ cao , râ ́ t thoa ̉ i ma ́ i va ̀ dê ̃ chi ̣ u , luôn ân câ ̀ n ho ̉ i y ́ kiê ́ n kha ́ ch : )
 Suâ ́ t 90p nên kha ́ thi ́ ch , mo ̣ i mê ̣ t nho ̣ c đươ ̣ c xua_tan hê ́ t , khi la ̀ m xong đc nv phu ̣ c vu ̣ nươ ́ c rong biê ̉ n - long nha ̃ n râ ́ t thanh ma ́ t va ̀ tơ ̀ đa ́ nh gia ́ châ ́ t lươ ̣ ng di ̣ ch vu ̣ .
 Vi ̀ mi ̀ nh đi voucher ke ́ cu ̉ a c bâ ̀ u nên cha ̉ bi ̣ gia ́ nhưng coi ba ̉ ng gia ́ đê ̉ ba ̀ n va ̀ châ ́ t lươ ̣ ng mi ̀ nh ca ̉ m thâ ́ y kha ́ tô ́ t . Tiê ́ c 1 điê ̀ u la ̀ sau na ̀ y kho ́ ma ̀ qay la ̣ i vi ̀ ho ̣ đag trong ti ̀ nh tra ̣ ng full kha ́ ch ko nhâ ̣ n kha ́ ch mơ ́ i
",1
"Ở đây có pizza hải_sản . Tropical seafood ngon nhất mình từng ăn . Còn các loại pizza khác thì bình_thường . Salad ngon . Mì thì vô_cùng ngấy và không ngon
",1
"Mình rất thích không_gian của quán : rộng_rãi , sang_trọng , thoáng mát . Món ăn và thức uống của quán rất ngon , mình rất là thích Tiramisu của quán 😋 😋
 Giá_cả theo mình thì hơi cao so với học_sinh , sinh_viên nhưng so với mặt_bằng chung của quán thì khá ổn . Mình sẽ tiếp_tục ủng_hộ quán
",1
"Thích từ lúc bước vào quán .
 Không_gian ở đây thích nhất_là cái cây bì lì_xì , dễ_thương cực , do đông nên bàn thấp có ng hết còn lại cái bàn cao kiểu như pud , cơ_mà ngồi 1 hồi cũng chui xuống phía dưới .
 Quán dùng đèn màu vàng nên cảm_giác ấm_cúng .
 Nhân_viên phục_vụ niềm_nở , rất vui_tính và nhiệt_tình 😁 😁 😁 😁
 Đặc_biệt của quán chính là pha trứng chung với cà_phê , matcha , cacao .
 Kêu 1 cà_phê trứng kem uống ngọt ngọt , vị trứng không tanh 😉 😊 😃 . . khá là thích_thú .
 Khoai_tây chiên thì ai cũng biết rồi , kêu 1 bánh kếp hải_sản , có tôm , mực , sốt ăn cũng ngon , tuy_vậy chiên hơi dầu , dễ ngán .
 Thấy cơm trộn ở đây khá là nhiều .
",1
"Vị_trí này gần nhà mình ( so với bên Lê_Văn_Lộc thì quá gần : ) ) , chổ này muốn đi đâu cũng đều tiện . Bún ngon chất_lượng không đổi . OK !
",1
"Mình ở gần đường đồng_đen , chạy ngang tiệm cũng nhiều lần thấy tiệm đẹp , bắt_mắt , khách đông nữa , tò_mò muốn ăn thử xem thế_nào . hôm_nay tranh_thủ sáng rãnh rỗi mình đi ăn thử . bước vào không_gian quán đẹp , sang , nhân_viên thân_thiện chào buổi_sáng mình . lại quầy order món , mình chọn món xơm xèo hải_sản ăn vs sốt tiêu ớt ( vì mình thích ăn cay_cay nên chọn sốt vừa tiêu vừa ớt ăn cho đã hehe ) . , món này 69k , mình gọi thêm 1 ly pepsi 12k . nhân_viên đem cơm ra , đúng vs tên gọi , đem ra vẫn còn nghe tiếng xèo xèo_xèo , cơm và thức_ăn để trực_tiếp trên chảo , trình_bày nhìn bắt_mắt lắm nha . cơm nhiều lắm , chan sốt lên cơm và trộn lên , cơm nóng nóng thổi ăn ngon lắm luôn , sốt vừa_miệng nên mình không cần phải dùng thêm nước_tương và trương ớt để sẵn trên bàn . hải_sản thơm ngon , thịt mềm , ăn no_nê luôn , ai ăn yếu yếu là dùng không hết đâu vì cơm nhiều lắm . giá_cả và chất_lượng rất tương_xứng . mình thích chỗ này và sẽ quay lại !
",1
"Chỉ biết nói : TUYỆT_VỜI ! !
 Trời_ơi từ lúc biết đến quán , mỗi lần thấy miệng mồm nhạt_nhẽo thèm ăn cái gì cay_cay như món Hàn là nghĩ ngay đến Hancook . Quán mới sửa_sang lại nhìn không_gian vừa ấm_cúng vừa thoáng . Đồ_ăn thì vừa RẺ mà_lại NGON nữa . Nhà mình mà gần đây chắc ghé quài luôn quá . Rất là khuyến_khích các bạn nên tới . Mình đã ăn_ở Kimchi kimchi , tokpokki , Hanuri và thấy ko đâu vừa rẻ mà vừa ngon như ở quán này = ) ) )
",1
"Mình thích Matcha latte ở đây vì mùi_vị là bột trà xanh thật , sữa ngậy . Không_gian đẹp , tầm nhìn ra ngoài cũng đẹp , nội_thất gợi cảm_giác ấm_cúng văn_minh kiểu phương Tây , giá_cả không rẻ . Hơi phiền vì phải gửi xe dưới hầm tòa nhà .
",1
"Mình rất yêu Caztus
 Từ mức_độ thân_thiện , không_gian cho_đến thức uống ở đây !
 Mình ưng thức uống ở đây lắm , cực thích Matcha_Latte và Chocobana : 3
 Đặc_biệt bạn nên thử với kem trà xanh ( chỉ có cuối tuần nhé ! ) , đảm_bảo thử là ghiềnnnnnn
 Màu_sắc chủ_đạo của quán là vàng và nâu , rất ấm_áp : 3 trời mưa mà chui vào đây , nghe nhạc Caz mở thì mê_ly < 3
",1
"• GĐ mình ghé quán tối hôm_qua , CN nên hầu_như ai đến cũng phải xếp_hàng khá lâu .
 • Lần nào ghé quán mình cũng chỉ ăn mỗi món Beefsteak , lý_do vì phần sốt tiêu đậm chất Âu & phần bò mềm , màu đẹp nhưng bên trong miếng bò vẫn còn đỏ - đạt đúng chuẩn beefsteak Âu ! 3 lần ghé quán thì được thử 3 kiểu khoai_tây khác_nhau . Nhân_viên lần này phục_vụ nhanh_nhẹn hơn
 • Cơ_mà quán vẫn ồn_ào như ngày nào . Điểm trừ này là do khách rồi ... Bản_thân mình Đi quán Âu mà ồn_ào thì mình cảm_thấy rất khó_chịu , mất hết phong_cách Âu !
",1
"Món nướng của quán ướp rất đậm_đà vua miệng , lẩu chu ngon và rẻ
",1
"Bịch trà sữa to oạch - uống mệt nhỉ luôn . Vị thái ngon . Trên 2 gói freeship . Tính ra thì quá rẻ cho 1 quán chất_lượng . Ủng_hộ bé dài_dài
",1
"bước chân vào quán thấy các anh_chị thi nhau nói cái gì Popeyes ý hơi sợ vì ồn quá 😂 menu hơi ít nhưng thực_sự là quá rẻ luôn 👍 🏽 combo 2 miếng gà to oạch , 1 khoai , 1 bánh_mì mật_ong , 1 sprite mà có 79k . Lúc đang ăn tưởng lấy hết đồ rồi khs ngta còn mang ra thêm mỗi combo 1 khoai nữa , chỉ sợ bị nhầm 😥 không ngờ nhiều thế ăn no phết thịt hơi mặn mặn mình ăn gà k cay nhưng thấy vị ổn , lạ hơn KFC hay Lotte.Sprite tươi ngon nhắm , bánh mật_ong k hợp_khẩu vị lắm nên nhường ny vì a ý kêu ngon . Khổ_nỗi anh_chị nhân_viên nhiệt_tình quá , vừa vào c ý tuôn ra 1 tràng , lúc ăn xong a quản_lý còn qua hỏi vừa_miệng k nữa . Đi ăn ít chỗ nào đc như_thế nên ny mình sốc cứ sợ mãi : ) ) riêng mình thì rất thích luôn , như_thế mới là chuyên_nghiệp
",1
"Điểm dừng chân khá lý_tưởng cho khách du_lịch trên đường Quốc_lộ 51 đi Vũng_Tàu . Không_gian cực_kỳ sinh_động với những khung_cảnh của một làng quê với con sông , cây cầu , cần vó , chum vại , ... Khách có_thể ăn_uống , mua_sắm , đi dạo thải mái trong khuôn_viên rộng_rãi . Bãi đậu xe rất rộng , WC cực_kỳ sạch_sẽ , nhân_viên tận_tình , chuyên_nghiệp . Giá_cả cũng tương_đối : ví_dụ : coffee đá - 29.000 đ/ly , dừa tươi - 25.000 đ/trái , ...
",1
"Lần đầu ghé quá , tầm 7h tối nhưng có_vẻ vắng . Tầm 7h-8h mà chỉ thấy 4 lượt ( 8người ) . Về món chè ko quá ngọt , ăn vừa_ý nhất trong các chổ mình từng ăn , tuy_nhiên xôi hơi nhạt . Nhưng ăn chung vs chè thì sẽ tuyệt , sẽ ko gây ngán . Giá tương_đối tốt . Phong_cách phụ vụ khá tốt . Có wifi , máy_lạnh vi_vu đến mức lạnh ko chịu nổi .
",1
"Mình thích thức uống ở đây , tất_cả mọi order đều do dì chủ quán pha_chế , thỉnh_thoảng dì không có nhà thì người_nhà dì sẽ ra pha , mình không thích bằng đồ dì làm ^ ^ . Dì cực_kì nhiệt_tình , khách tới quán đều nhớ tên gần hết , đây có_lẽ là điều khiến mình ấn_tượng nhất , cảm_giác như mình là khách rất quen của dì vậy . Ko gian siêu dễ_chịu , nhạc hay , chỉ tiếc là nằm khuất và hơi hẹp . Đi nhiều quá nên cũng lười chụp hình mất_tiêu : ) )
",1
"😍 đây là địa_điểm yêu_thích của mình , trang_trí quán hiện_đại , trẻ_trung , nhân_viên và chủ quán rất tuyệt_vời hoà_đồng và vui_vẻ , thức uống ở đây độc_đáo và đặc_biệt là coffee mới_lạ ! Ngồi làm_việc ở đây rất thoải_mái và dễ tập_trung !
 10 điểm cho nơi đây !
",1
"Yêu lắm cơ cái phong_vị miền tây khi bước vào không_gian của quán ... Giữa cái Sài_Thành phồn_hoa này , được tận_mắt thấy được_cái lưới chài bắt cá , cái lờ , cái lợp ... những thứ tôi nghĩ khi về với miền sông_nước mới nhìn thấy được . .
 Về món ăn , ở quán này đặc_biệt ngon là cháo ... Cháo cua , cháo cá , cháo gà_ác , gà ta ...
 Rất ngon và đặc_biệt . Mỗi món ăn đều có cách thể_hiện độc và lạ , mà ít người nghĩ tới nên tạo cho người ăn cái thú_vị khi bưng ra ...
 Khi gọi món cháo gà_ác , tôi cứ nghĩ là cả nguyên em gà nằm chỉnh chu trong nồi cháo đấy . Nhưng không à nha , gà được xay nhuyễn cả xương luôn cơ ( độc ) ăn kèm với trưng cúc và vài loại rau , thịt gà giòn và ngọt , nước cháo đậm_đà , ăn kèm rau nhìn chén cháo đầy_ắp bốc khói chắc không ai kiềm nổi cơn thèm đâu nhỉ ...
 Nói_chung là sẽ quay lại và thành khách quen của quán quá ...
",1
"Đây chắc_chắn là một trong những quán coffee mình ưng nhất Saigon.Quán có design khá đẹp , nội_thất , trang_trí tuyệt_vời , đồ uống cũng khá là ngon , mình chưa thử qua bánh : P , sẽ quay lại : D
",1
"Giá_cả hợp_lí ... nhân_viên nhiệt_tình ... trà sữa khá ngon . . không_gian mát_mẻ lại còn đc tặng quạt xinh_xinh nữa
",1
"Trưa ko ngại nắng_nóng đi từ SEAMEO qua , lâu lắm rồi ko có dịp đi đến đây .
 Bước vào cửa_tiệm thơm_phức mùi trà , chọn bình dành cho 3 người vị Lemon_Mint và bình 2 người vị Rasberry_Lychee .
 - Bình_Lemon_Mint vị bạc_hà cực thơm , dùng cùng 1 viên đường là đủ .
 - Bình_Rasberry_Lychee thì mùi Rasberry rất đặc_trưng , có_thể thêm sữa vì khá ngọt rồi .
 - Nhân_viên thân_thiện , thêm nước nóng free nhé . Không_gian miễn bàn đặc_biệt nếu đến buổi tối , phòng thơm mùi trà , trang_trí đồ kiểu vintage mình rất thích . Giá không mắc lắm nếu đi 2 người trở_lên , có_thể share .
",1
"Ngon , phu ̣ c vu ̣ nhiê ̣ t ti ̀ nh , gia ́ ca ̉ pha ̉ i chăng , không_gian thoa ́ ng ma ́ t
",1
"Bar này bé mà , đứng 1 tí chật chỗ ngay . May đi đúng hôm có mấy anh DJ quẩy nhiệt_tình , nhạc xập_xình chuyển bài rất_chi_là bất_thình_lình , may hơn_nữa là nhạc cũng thuộc dạng chất chứ ko phải vina house chứ ko chắc ngất . Phó_nháy của bar rất ư là chuyên_nghiệp , ảnh ẻo cứ gọi_là chụp nhoay_nhoáy . Mấy anh phục_vụ nhiệt_tình hết chỗ xếp , 2 phút ra lau bàn 1 làn mặc_dù bàn bóng_loáng cỡ độ soi gương đc , đúng là sạch_sẽ quá mà . Đồ uống thì vào bar nào mà chả giá cao_vút vượt qua cả tầng chim bay , gọi 3 cái như ảnh và kết_luận lại là uống bia ngon nhất . Nếu ko làm_chủ cao_độ là hô thêm vài shot nữa chứ chả vừa . Ưng đấy , ưng nhiệt_tình là đằng khác .
",1
"Điểm này gần nhà nên tôi rất hay mua bánh . Đặc_biệt bánh_mì ở đây luôn nóng giòn , đôi_khi chờ vài phút thì bánh_mì mới ra_lò , nhưng tôi và nhữn người khác cũng chờ để được bánh_mì nóng giòn
",1
"Khá thích không_gian phòng lạnh bên trong quán . Đồ uống ngon mà giá_cả lại rẻ . Nhân_viên thì rất nhiệt_tình .
",1
"Không_gian ở nhìn đẹp , phục_vụ nhanh và nhiệt_tình , Món ăn đưa lên cũng nhanh chứ không như những nhà_hàng khác đợi dài cổ .
 Bánh_bao San_Fu_Lou đủ màu , có nước ở bên trong , ăn dễ bỏng nhưng_mà ngon .
 Há cảo sò điệp ham ăn quá quên chụp , chấm với xì_dầu tạm ổn .
 Cơm_chiên thịt gà và cua ăn được .
 Vịt quay có nước_chấm khá ngon , da giòn , ngọt ngọt , hình_như có vị thuốc_bắc thì_phải , 2 người ăn một phần này là vừa .
 Panna cotta xoài vị rất tuyệt , nên thử ^ ^
 Trà ô long thanh mát , trà nha đam uống ngon . ( Quên chụp )
 Giá_cả tạm ổn .
",1
"Đã ghé , kem ngon quá nhiều đồ_ăn luôn , nhưng phải là kem mùi dừa thì càng tuyệt_vời hơn ( hôm mình ghé chỉ có kem khoai_môn và vải ) , nói_chung giá v là ok r k mắc đâu mà chủ qán lại dễ_thương nữa chứ 😘
",1
"Các món ăn_ở đây đều ngon đặc_biệt là bún đậu và lòng non rán giong
",1
"Không_gian rộng đẹp 4 tầngg . Nhân_viên phục_vụ khá tốt , chú chủ hàng người hàn quốc ( hình_như thế ) rất nhiệt_tình thân thiệnnn ❤ ️ kem tuyết ngonn , ngậy mùi sữa , cái bát to bằng bát ăn cơm hơn một_chút nhưng một người ăn là đủ 😘 mỗi_tội quán đông mà toàn gọi chanh tuyết nên đợi hơi lâuu : ( ( kem cũng hơi nhanh chảy nhưng ngon lắmm 😘
",1
"Quán này thoạt nhìn vào là cứ nghĩ là quán bi_da , khi lên trên thì quán khá dễ_thương , nước uống , đồ_ăn phải_chăng , ah vào tối thứ 7 thì_có phuc vụ chiếu_phim , chủ_nhật thì_có phục_vụ nhạc ácoutic , ah vô_chủ quán ở đay rất dẽ thuong và phục_vụ nhiet tình .
",1
"Đầu tuần vừa đi ăn_ở đây có 1 số nhận_xét như sau : 3 quán_ăn ngon , nhân_viên nhiệt_tình , không_gian mát_mẻ , thích_hợp party công_ty cơ_quan bla bla
",1
"ngon chà bông thứ gì cũng nhìu lắm lun . Chú chủ quán bán dễ thuong gì đâu . Giá rẻ có 10000 / hộp . Ngày nào e cũng ăn
",1
"Bao_nhiêu buồn_phiền áp_lực trong cuộc_sống quên đi hết khi gặp các bé . Các bé rất dễ_thương , thân_thiện , chơi với mấy bé hoài không biết chán 😍 ☺ ️
 Các bé là những người bạn tuyệt_vời . Đồ uống ngon , giá_cả phù_hợp với học_sinh - sinh_viên .
 Chắc_chắn sẽ quay lại quán nhiều lần nữa .
",1
"Đây là quán beefsteak tự phuc vụ . Không_gian sach sẽ và thoáng mát . Phong_cách phục_vụ chuyên_nghiệp .
 Riêng chất_lượng bò ở đây khá ngon với nước sốt vừa ăn , bò lại mềm . Ngoài_ra khoai_tây chiên cũng nóng và giòn , ko chê được .
",1
"Thấy nhiều người phàn_nàn quá , nh mình là fan sầu_riêng thấy giá rẻ nên cũng oder ăn thử , gọi thì bạn í đang giao hàng gần nên 15p sau có mà_còn free ship . bánh quá là ngon lun
",1
"trà sữa ở đây ngon lắm . mỗi lần đến đây uống khi nào tôi cũng mua về mấy ly cho mẹ và mấy đứa cháu ở nhà . vì pha_chế hoàn_toàn bằng những nguyên_liệu tự_nhiên ko có hóa_chất hay phẩm màu nên tôi rất yên_tâm .
",1
"Quán ở phía sau_đại_học Thương_mại , không_gian rộng_rãi thoáng mát , màu_sắc chủ_đạo là xanh , có điều_hòa và quạt . Bánh_mì chảo ở đây có 3 loại : vừa , đủ và no , tương_ứng với các mức giá 22k , 26k và 32k . Loại đủ 26k gồm   2 trứng ốp , 1 pate , 1 thịt viên , khoai nghiền . Loại no 32k 1 trứng , 2 thịt viên , pate , 2 xúc_xích và khoai nghiền . Nước sốt ở đây thơm mùi bơ , mỗi suất kèm 1 bát dưa_chuột muối . Đố uống mình chưa thử hết nhưng sữa_chua đánh_đá khá là dở ... Nói_chung mình thấy ăn_ở đây ngon và giá rẻ hơn so với mặt_bằng chung , không_gian thoáng_đãng sạch_sẽ .
",1
"Trà sữa ngon và mình thì đặc_biệt nghiện trà đen vị vải trân_châu ở đây luônn 😍 . Bánh_bao xá_xíu thì đúng là ăn 1 lần r là thích luôn . Bánh_bao trứng sữa thì bình_thường , k có gì đặc_biệt . Nhưng nói_chung là dingtea holic nên luôn ủng_hộ
",1
"Buffet chất_lượng , thích gà chiên ở đây , nhân_viên phục_vụ tận_tình
",1
"Quán ngon mà rẻ . Cứ nói ăn đồ Hàn là qua đây liền . Hôm bữa_qua mà quên quẹt ecard mất . Chỉ có trà sữa là k hợp_khẩu vị của mình lắm . Hi_vọng quán cải_thiện nó tí
",1
"Hôm vừa nghỉ tết xong , thấy có chiếu deadpool nên cả bọn kéo nhau đi xem . Thích nhất rạp cgv vì có chiếu nhiều phim hay . Không_gian bên trong rạp rộng_rãi , ghế_ngồi thoải_mái mà chất_lượng âm_thanh cũng tốt . Đi hôm thứ 2 lại có thẻ sinh_viên nên được giảm_giá . Đến sớm thì_có sẵn chỗ ngồi để chờ nhưng_mà hôm đó đông người quá nên hết ghế luôn . Bắp với nước ở đây cũng khá ok . Nhân_viên phục_vụ vui_vẻ , lịch_sự và có gì không biết thì hướng_dẫn nhiệt_tình lắm . Lần sau có phim hay nữa thì nhất_định sẽ ghé lại .
",1
